1.580406e-01  38.3600   12.0020 1.000000e+00
9.950895e-01  41.9730   13.0350 9.999988e-01
2.351950e+00  38.4450   11.9580 4.695306e-01
2.775346e+00  45.7930   12.7030 9.999775e-01
3.288878e+00  38.4350   11.9370 1.461247e-03
4.556928e+00  44.2760   12.0270 9.999911e-01
5.219614e+00  38.4320   11.8610 1.699002e-01
5.765397e+00  44.4410   11.1010 9.980415e-01
6.500499e+00  38.3120   12.0990 6.257679e-01
6.513111e+00  38.3360   11.9320 3.160133e-03
6.531987e+00  38.3940   11.9970 1.472139e-03
9.229315e+00  45.9180    7.5100 9.999966e-01
1.034785e+01  37.7470   15.1690 9.999990e-01
1.035344e+01  37.7370   15.1730 5.751541e-05
1.143846e+01  38.9710   17.8700 9.998763e-01
1.552541e+01  38.3060   11.8690 3.061016e-01
1.984512e+01  37.4270   11.8340 9.964163e-01
2.785980e+01  44.0990   12.1750 9.971262e-01
2.916063e+01  40.6310   15.8170 9.999984e-01
3.151861e+01  37.7130   14.9380 9.995674e-01
3.256672e+01  45.5510   13.2670 9.984614e-01
3.330357e+01  46.1830   13.6850 9.957981e-01
3.369007e+01  44.7660   10.6930 9.997559e-01
3.416968e+01  42.2000   13.1790 9.994275e-01
3.500690e+01  42.7040   12.9310 9.985183e-01
3.513607e+01  42.7130   12.9150 2.973311e-04
3.551495e+01  37.7100   14.9850 7.022736e-01
3.579878e+01  37.7090   15.0080 9.992041e-03
3.584830e+01  42.7120   12.8660 2.385176e-02
3.890179e+01  38.4860   11.9000 6.311556e-01
3.893032e+01  37.7800   15.6410 9.966788e-01
4.389929e+01  43.3680   12.4330 9.998497e-01
4.406374e+01  42.0190   13.2110 9.875719e-01
4.698791e+01  44.2250   15.7140 9.999750e-01
4.699638e+01  44.1670   15.6090 1.139861e-03
4.787208e+01  43.7840   17.0750 9.994970e-01
4.815658e+01  43.4110   17.3820 9.672435e-01
4.958040e+01  44.2930   11.7540 9.970570e-01
5.211489e+01  41.8810   13.5520 9.980845e-01
5.293128e+01  43.7660   12.1400 9.988674e-01
5.293510e+01  43.7910   12.0900 8.238922e-04
5.294836e+01  46.8030   10.0370 9.987137e-01
5.317163e+01  47.1740    9.3430 9.446706e-01
5.401692e+01  42.4360   13.0010 9.920662e-01
5.480868e+01  44.8550   17.2630 9.989769e-01
5.615270e+01  41.5790   19.5270 9.999918e-01
5.738889e+01  44.6120   15.3610 9.961500e-01
5.743475e+01  42.9670   12.8730 9.971557e-01
5.967493e+01  42.9470   15.2470 9.996247e-01
6.126549e+01  44.3730    9.5930 9.999439e-01
6.285047e+01  45.1480   13.6130 9.926059e-01
6.365513e+01  47.2130    9.5380 8.367212e-01
6.390702e+01  38.1360   11.3460 9.964315e-01
6.594199e+01  43.1640    5.3410 9.998776e-01
6.740189e+01  38.2380   15.7930 9.998848e-01
6.773718e+01  44.0440   11.6910 9.975821e-01
6.923004e+01  44.5320   10.5150 9.985430e-01
6.946512e+01  39.6600   16.8300 9.999822e-01
7.044129e+01  41.9560   13.0680 8.483946e-01
7.102000e+01  45.1040   15.0080 9.998268e-01
7.109017e+01  38.2020   11.5420 9.276975e-01
7.460355e+01  42.2280   13.1650 4.742740e-01
7.470055e+01  40.4610   15.7920 9.984045e-01
7.616161e+01  37.9460   15.9410 9.964445e-01
7.627436e+01  37.9510   15.9310 8.968678e-06
7.720505e+01  42.5730   16.1330 9.997199e-01
8.051344e+01  40.7820   15.4360 9.996849e-01
8.101198e+01  37.5990   16.8770 9.956898e-01
8.314791e+01  37.6400   16.8740 5.674995e-03
8.521774e+01  46.0990    7.5020 9.979710e-01
8.521992e+01  37.2480   11.6040 9.953332e-01
8.657227e+01  41.8730   15.3340 9.999567e-01
8.870628e+01  46.3570   12.7380 9.999845e-01
9.105668e+01  45.1000    7.3440 9.998585e-01
9.175562e+01  42.9390   11.7330 9.993815e-01
