   3.0000000e+00   3.8000000e+02   1.6540000e+03
   3.1000000e+00   2.9400000e+02   1.2740000e+03
   3.2000000e+00   2.1300000e+02   9.8000000e+02
   3.3000000e+00   1.6600000e+02   7.6700000e+02
   3.4000000e+00   1.5200000e+02   6.0100000e+02
   3.5000000e+00   9.5000000e+01   4.4900000e+02
   3.6000000e+00   8.2000000e+01   3.5400000e+02
   3.7000000e+00   6.0000000e+01   2.7200000e+02
   3.8000000e+00   4.7000000e+01   2.1200000e+02
   3.9000000e+00   3.9000000e+01   1.6500000e+02
   4.0000000e+00   2.7000000e+01   1.2600000e+02
   4.1000000e+00   2.0000000e+01   9.9000000e+01
   4.2000000e+00   2.2000000e+01   7.9000000e+01
   4.3000000e+00   1.5000000e+01   5.7000000e+01
   4.4000000e+00   1.1000000e+01   4.2000000e+01
   4.5000000e+00   8.0000000e+00   3.1000000e+01
   4.6000000e+00   5.0000000e+00   2.3000000e+01
   4.7000000e+00   2.0000000e+00   1.8000000e+01
   4.8000000e+00   9.0000000e+00   1.6000000e+01
   4.9000000e+00   1.0000000e+00   7.0000000e+00
   5.0000000e+00   1.0000000e+00   6.0000000e+00
   5.1000000e+00   1.0000000e+00   5.0000000e+00
   5.2000000e+00   2.0000000e+00   4.0000000e+00
   5.3000000e+00   1.0000000e+00   2.0000000e+00
   6.0000000e+00   1.0000000e+00   1.0000000e+00
