4.718358      4829.916562  1206.685380  3.010     1
23.055948     4628.756954  1384.913515  2.963     1
23.620656     4452.122176  1438.414108  3.030     1
27.440873     5164.152985  1211.415935  3.425     1
30.617077     5161.163169  1232.692660  2.977     1
31.830649     4277.682548  1300.556478  3.340     1
33.681671     4668.777187  1432.993587  3.077     1
37.840336     4788.876787  1305.020278  3.028     1
39.119248     4972.064378  1030.942681  3.331     1
41.372131     4573.583782  945.930753  3.073     1
47.836773     4186.254174  1443.769996  2.965     1
50.652155     4206.196408  1441.950835  2.960     1
55.503696     4378.836090  1625.271926  3.225     1
55.585089     4379.273917  1627.020421  3.172     2
55.656894     4733.732951  1221.625681  3.047     1
55.835987     4734.646455  1220.979373  3.997     2
63.060604     4261.796279  1214.194241  3.163     1
64.098285     4208.095270  1363.596280  4.429     1
65.365282     4209.336751  1364.894417  2.959     2
78.166810     5020.069410  1068.578510  3.204     1
79.437786     4623.652552  1421.607117  3.034     1
80.545412     5210.234791  752.443726  3.420     1
83.219082     4170.329558  1555.924370  3.723     1
83.752156     4795.402525  1283.361311  3.579     1
106.188510    4158.783187  1559.131616  3.048     1
108.390488    4185.337069  1448.398482  3.106     1
110.055621    4184.908830  1448.261851  3.787     2
110.858517    5044.970464  705.102256  3.038     1
110.881522    5044.966329  714.616617  4.057     2
115.106617    5047.482593  713.802524  3.440     3
115.520189    5048.706296  714.085650  3.050     4
115.902967    4263.891563  1401.828000  3.259     1
117.680034    4249.986792  1794.478905  3.590     1
119.124689    4809.119820  1263.206025  3.111     1
120.073864    4976.365550  888.142829  3.119     1
132.006461    4787.085778  1237.667277  3.457     1
139.980239    4897.688234  1550.892793  3.007     1
144.798156    5042.575049  1421.958777  3.120     1
146.460892    4920.644126  1560.901601  3.784     1
146.636135    4922.947507  1562.599795  3.103     2
146.689817    4062.516789  1217.191409  3.145     1
146.962307    4922.498453  1562.376173  3.092     2
150.406008    4733.586264  1279.642979  3.241     1
165.105822    4666.034216  1452.968453  3.253     1
167.689642    4289.057360  1399.782682  3.633     1
168.452448    4289.737999  1399.939467  2.956     2
172.536218    4286.704410  1399.973985  3.171     2
174.767644    4787.215418  1280.714613  3.061     1
175.116514    4787.100784  1280.128680  2.982     2
175.318590    4124.892970  1334.144654  3.613     1
175.525354    4917.470605  1591.767683  3.360     1
176.130330    4790.380061  1222.042589  3.219     1
177.227202    4295.357692  1167.867615  2.954     1
179.774403    4788.474489  1221.926883  3.064     2
180.149347    4036.556168  1446.382562  3.408     1
185.683354    4375.398713  1568.068489  3.112     1
190.421122    4936.515380  1018.020860  3.139     1
195.705349    4651.720343  1555.703272  3.297     1
203.683050    5017.596625  1438.968141  3.145     1
212.665401    5192.905884  1193.128678  3.468     1
212.706164    5194.647069  1195.057618  3.259     2
214.035697    5192.573958  1190.122325  3.476     2
214.037025    5190.748031  1190.442257  3.092     3
214.506780    5191.588118  1189.135432  3.198     4
218.262485    4286.764502  1399.866890  3.184     3
218.300553    4286.130003  1399.261535  3.844     4
218.319739    4285.075104  1399.765961  3.322     5
218.334460    4286.541654  1400.529756  3.058     5
218.349971    4285.320301  1398.848056  3.022     5
218.373952    4288.921668  1397.951750  3.012     5
218.490088    5195.481300  1188.900022  3.343     4
218.502915    5196.137361  1188.264143  3.277     5
218.520784    5193.155559  1191.655173  3.373     5
218.822275    5195.062404  1188.980422  2.995     6
222.318925    5115.998291  1205.050825  3.059     1
226.349621    4780.418364  1277.856154  3.175     1
227.924699    4263.923649  1410.465962  3.265     1
231.202746    4655.198020  1491.395391  3.194     1
232.973079    4655.793480  1490.241102  3.704     2
233.026513    4780.631501  1323.968803  3.208     1
233.119649    4783.916450  1324.897412  3.041     2
235.797718    4364.720198  1582.931040  4.183     1
235.812529    4365.251682  1582.312901  2.962     2
252.143075    4271.819226  1336.702900  3.041     1
257.172710    5084.299172  1042.435885  2.955     1
273.184949    4901.837261  1186.448947  3.327     1
276.839140    5190.188040  1191.479819  3.914     4
277.275361    4931.509279  1032.925504  2.997     1
284.482567    4352.629475  1242.150647  3.694     1
284.543210    4413.317117  1496.969903  3.663     1
286.150275    4194.046502  1342.939154  3.206     1
286.519817    4193.764019  1343.498105  3.004     2
286.541964    4192.132681  1342.926298  2.982     3
286.804580    4352.020735  1242.754988  2.977     2
290.989445    4863.227664  1664.112680  3.395     1
292.628416    4793.067508  1274.140331  3.343     1
295.905374    4903.238846  1187.294610  3.031     2
295.905632    4903.141063  1187.538618  2.996     3
302.272935    4826.627885  1287.424335  3.073     1
311.270573    4054.803520  1667.938491  4.195     1
320.765339    4246.658896  1528.825639  3.458     1
321.786342    4709.272567  1723.706154  3.124     1
326.123509    4974.272658  669.492017  3.631     1
340.989262    4292.563704  1604.582067  4.384     1
342.850613    4836.244242  1585.460201  2.978     1
344.033859    4295.422019  1603.192424  3.737     2
344.792859    5046.488189  779.452882  3.066     1
344.815932    5044.778179  781.118454  3.198     2
351.435720    4722.173196  1241.655023  3.298     1
352.373541    5217.517032  885.584692  3.434     1
352.708507    4898.636945  1069.344792  3.226     1
354.024968    4640.804797  1364.282998  3.171     1
354.874855    4909.927893  1093.340460  3.521     1
355.063288    4941.296865  1568.646299  3.168     1
355.697435    4907.641769  1091.687622  3.093     2
355.708071    4910.185570  1091.727466  3.242     3
356.298346    4909.794979  1094.699441  3.003     2
356.354332    4909.086913  1093.196514  3.624     3
356.889948    4912.526327  1099.758284  3.422     4
357.171240    5214.786806  883.957296  4.766     2
357.224799    5213.997661  884.025251  3.044     3
357.246284    5214.676800  883.404043  3.007     4
357.572118    5209.473445  958.658858  3.785     1
357.607253    5213.054443  958.901206  3.021     2
357.941762    5218.163801  885.249608  3.622     3
358.767354    5217.071052  888.292638  3.521     3
360.899905    5215.201026  885.114313  2.973     3
361.784764    4263.944332  1584.832402  3.099     1
362.256968    4210.392159  1457.490757  3.026     1
363.290722    4969.721108  903.913166  3.517     1
363.754669    4364.438261  1651.011336  5.156     1
363.758630    4364.461658  1652.541979  3.126     2
363.796208    4365.034594  1652.051299  3.502     2
363.837642    4363.667939  1651.733830  3.153     2
