5.492738      3519.847339  -11172.523221  3.155     1
5.657939      3519.883246  -11172.838828  3.354     2
5.677392      3520.016156  -11173.041819  3.859     3
6.305104      3612.276722  -11175.674360  3.028     1
6.737842      3514.987862  -11172.984472  3.136     4
6.963087      3612.369534  -11175.763371  3.100     2
8.809062      4141.695458  -11337.688585  3.686     1
8.940466      4141.435887  -11337.826032  3.025     2
8.945484      4141.948403  -11337.964825  3.925     3
8.946283      4142.607533  -11337.255809  3.350     4
8.971047      4141.803346  -11338.409573  3.039     4
9.678401      3913.383828  -11535.143163  2.996     1
10.579566     4141.676061  -11338.300151  3.054     2
14.797210     4042.654187  -11402.533724  3.362     1
14.806026     4041.075173  -11402.764581  3.514     2
14.806534     4045.635279  -11404.671836  3.359     3
14.817399     4042.630392  -11402.281120  3.002     2
14.930648     4040.113152  -11402.706811  3.567     3
14.931055     4044.056205  -11402.249164  3.105     4
14.934952     4040.545528  -11402.849985  3.667     4
25.950923     3658.621604  -11129.495550  3.935     1
28.876861     3658.672144  -11129.393437  3.026     2
37.045057     3906.077233  -11479.727690  3.000     1
37.045262     3906.164744  -11479.768978  3.085     2
37.508484     4141.883724  -11339.055310  3.858     4
37.534242     4141.083580  -11339.159723  3.313     5
38.588990     3773.429034  -11290.740053  3.143     1
51.351079     3454.216089  -11266.101440  4.742     1
51.356942     3454.551677  -11265.798243  3.023     2
51.378604     3455.492878  -11265.990488  4.159     2
57.043538     3782.146191  -11329.383651  3.141     1
58.080889     3654.660943  -11169.013639  3.150     1
58.086498     3655.213372  -11168.373084  3.063     2
59.534213     3873.076150  -11616.577536  3.401     1
69.246791     3701.491163  -11198.980244  3.314     1
76.644243     3534.925076  -11135.776554  3.233     1
94.606179     3903.699052  -11256.995408  3.202     1
96.271545     3962.710035  -11327.410852  3.121     1
96.274768     3963.374303  -11327.606177  3.295     2
96.324463     3963.319236  -11327.795549  3.614     3
101.735036    3829.307228  -11444.346082  3.553     1
101.739741    3829.454500  -11444.226377  4.144     2
101.742810    3829.923053  -11445.109167  3.231     3
102.210873    3491.809618  -11274.456039  3.035     1
119.054556    3617.093984  -11428.808447  3.497     1
119.059269    3616.684512  -11428.465183  4.066     2
119.074423    3617.723677  -11430.062839  3.468     2
120.546786    3894.268469  -11272.378421  3.445     1
123.259186    3544.520369  -11189.274223  3.173     1
125.233170    3473.252825  -11280.898451  3.410     1
131.201239    3563.384237  -11164.250999  3.077     1
131.344087    3563.751022  -11164.364087  3.238     2
146.525138    3514.651413  -11172.304059  3.300     5
146.599820    3608.470475  -11107.749037  3.368     1
146.641920    3514.777142  -11172.597585  3.169     6
147.337856    3517.140292  -11171.353985  3.096     7
147.545363    3516.910429  -11170.938179  3.385     8
161.752617    4059.228186  -11399.127953  3.119     1
164.825465    3498.774414  -11109.727730  3.214     1
165.110763    3494.843505  -11110.646564  3.089     2
169.399768    4055.356781  -11374.120260  3.053     1
171.925941    3909.800771  -11425.004616  3.722     1
180.259746    3668.784612  -11148.248950  3.782     1
185.696497    3500.006007  -11110.001065  3.100     2
185.770692    3499.987196  -11109.982139  3.168     3
185.866730    3500.317362  -11109.733277  3.014     3
195.622040    4059.064050  -11399.290882  3.145     2
200.282520    3604.228485  -11109.961345  3.240     1
210.552469    3757.804718  -11402.127812  3.343     1
237.294293    3531.213736  -11207.462201  4.329     1
237.296219    3533.603647  -11209.673491  3.292     2
238.857929    3790.377744  -11373.269001  3.556     1
238.901900    3789.147346  -11380.040557  3.042     2
246.295073    3706.750529  -11175.725785  3.026     1
247.123801    3772.784098  -11541.765831  3.291     1
252.354315    3731.796243  -11216.068253  3.008     1
252.361675    3731.699302  -11218.677914  3.196     2
254.103785    3576.343685  -11156.643399  3.343     1
255.027099    3731.298353  -11216.087684  3.039     2
