   3.0000000e+00   6.1000000e+01   2.0340000e+03
   3.0100000e+00   5.7000000e+01   1.9730000e+03
   3.0200000e+00   3.8000000e+01   1.9160000e+03
   3.0300000e+00   6.1000000e+01   1.8780000e+03
   3.0400000e+00   3.5000000e+01   1.8170000e+03
   3.0500000e+00   3.4000000e+01   1.7820000e+03
   3.0600000e+00   3.9000000e+01   1.7480000e+03
   3.0700000e+00   3.1000000e+01   1.7090000e+03
   3.0800000e+00   3.6000000e+01   1.6780000e+03
   3.0900000e+00   3.8000000e+01   1.6420000e+03
   3.1000000e+00   4.0000000e+01   1.6040000e+03
   3.1100000e+00   3.4000000e+01   1.5640000e+03
   3.1200000e+00   4.4000000e+01   1.5300000e+03
   3.1300000e+00   3.2000000e+01   1.4860000e+03
   3.1400000e+00   2.4000000e+01   1.4540000e+03
   3.1500000e+00   5.4000000e+01   1.4300000e+03
   3.1600000e+00   4.2000000e+01   1.3760000e+03
   3.1700000e+00   3.3000000e+01   1.3340000e+03
   3.1800000e+00   3.2000000e+01   1.3010000e+03
   3.1900000e+00   2.9000000e+01   1.2690000e+03
   3.2000000e+00   3.5000000e+01   1.2400000e+03
   3.2100000e+00   2.2000000e+01   1.2050000e+03
   3.2200000e+00   2.1000000e+01   1.1830000e+03
   3.2300000e+00   2.5000000e+01   1.1620000e+03
   3.2400000e+00   1.8000000e+01   1.1370000e+03
   3.2500000e+00   2.3000000e+01   1.1190000e+03
   3.2600000e+00   2.4000000e+01   1.0960000e+03
   3.2700000e+00   2.0000000e+01   1.0720000e+03
   3.2800000e+00   2.1000000e+01   1.0520000e+03
   3.2900000e+00   1.9000000e+01   1.0310000e+03
   3.3000000e+00   2.9000000e+01   1.0120000e+03
   3.3100000e+00   1.5000000e+01   9.8300000e+02
   3.3200000e+00   2.4000000e+01   9.6800000e+02
   3.3300000e+00   2.1000000e+01   9.4400000e+02
   3.3400000e+00   1.6000000e+01   9.2300000e+02
   3.3500000e+00   1.8000000e+01   9.0700000e+02
   3.3600000e+00   2.3000000e+01   8.8900000e+02
   3.3700000e+00   2.0000000e+01   8.6600000e+02
   3.3800000e+00   1.1000000e+01   8.4600000e+02
   3.3900000e+00   2.9000000e+01   8.3500000e+02
   3.4000000e+00   3.1000000e+01   8.0600000e+02
   3.4100000e+00   1.3000000e+01   7.7500000e+02
   3.4200000e+00   1.8000000e+01   7.6200000e+02
   3.4300000e+00   2.4000000e+01   7.4400000e+02
   3.4400000e+00   1.3000000e+01   7.2000000e+02
   3.4500000e+00   2.1000000e+01   7.0700000e+02
   3.4600000e+00   1.0000000e+01   6.8600000e+02
   3.4700000e+00   2.1000000e+01   6.7600000e+02
   3.4800000e+00   1.8000000e+01   6.5500000e+02
   3.4900000e+00   2.0000000e+01   6.3700000e+02
   3.5000000e+00   9.0000000e+00   6.1700000e+02
   3.5100000e+00   1.4000000e+01   6.0800000e+02
   3.5200000e+00   1.4000000e+01   5.9400000e+02
   3.5300000e+00   1.0000000e+01   5.8000000e+02
   3.5400000e+00   1.1000000e+01   5.7000000e+02
   3.5500000e+00   1.2000000e+01   5.5900000e+02
   3.5600000e+00   1.2000000e+01   5.4700000e+02
   3.5700000e+00   6.0000000e+00   5.3500000e+02
   3.5800000e+00   1.1000000e+01   5.2900000e+02
   3.5900000e+00   2.4000000e+01   5.1800000e+02
   3.6000000e+00   1.5000000e+01   4.9400000e+02
   3.6100000e+00   1.6000000e+01   4.7900000e+02
   3.6200000e+00   1.1000000e+01   4.6300000e+02
   3.6300000e+00   1.4000000e+01   4.5200000e+02
   3.6400000e+00   1.9000000e+01   4.3800000e+02
   3.6500000e+00   1.5000000e+01   4.1900000e+02
   3.6600000e+00   9.0000000e+00   4.0400000e+02
   3.6700000e+00   8.0000000e+00   3.9500000e+02
   3.6800000e+00   9.0000000e+00   3.8700000e+02
   3.6900000e+00   1.2000000e+01   3.7800000e+02
   3.7000000e+00   8.0000000e+00   3.6600000e+02
   3.7100000e+00   6.0000000e+00   3.5800000e+02
   3.7200000e+00   7.0000000e+00   3.5200000e+02
   3.7300000e+00   5.0000000e+00   3.4500000e+02
   3.7400000e+00   1.3000000e+01   3.4000000e+02
   3.7500000e+00   9.0000000e+00   3.2700000e+02
   3.7600000e+00   6.0000000e+00   3.1800000e+02
   3.7700000e+00   5.0000000e+00   3.1200000e+02
   3.7800000e+00   5.0000000e+00   3.0700000e+02
   3.7900000e+00   2.0000000e+00   3.0200000e+02
   3.8000000e+00   8.0000000e+00   3.0000000e+02
   3.8100000e+00   9.0000000e+00   2.9200000e+02
   3.8200000e+00   1.0000000e+01   2.8300000e+02
   3.8300000e+00   4.0000000e+00   2.7300000e+02
   3.8400000e+00   5.0000000e+00   2.6900000e+02
   3.8500000e+00   3.0000000e+00   2.6400000e+02
   3.8600000e+00   6.0000000e+00   2.6100000e+02
   3.8700000e+00   1.1000000e+01   2.5500000e+02
   3.8800000e+00   1.1000000e+01   2.4400000e+02
   3.8900000e+00   3.0000000e+00   2.3300000e+02
   3.9000000e+00   1.2000000e+01   2.3000000e+02
   3.9100000e+00   8.0000000e+00   2.1800000e+02
   3.9200000e+00   5.0000000e+00   2.1000000e+02
   3.9300000e+00   2.0000000e+00   2.0500000e+02
   3.9400000e+00   3.0000000e+00   2.0300000e+02
   3.9500000e+00   2.0000000e+00   2.0000000e+02
   3.9600000e+00   7.0000000e+00   1.9800000e+02
   3.9700000e+00   3.0000000e+00   1.9100000e+02
   3.9800000e+00   7.0000000e+00   1.8800000e+02
   3.9900000e+00   6.0000000e+00   1.8100000e+02
   4.0000000e+00   4.0000000e+00   1.7500000e+02
   4.0100000e+00   3.0000000e+00   1.7100000e+02
   4.0200000e+00   3.0000000e+00   1.6800000e+02
   4.0300000e+00   5.0000000e+00   1.6500000e+02
   4.0400000e+00   2.0000000e+00   1.6000000e+02
   4.0500000e+00   4.0000000e+00   1.5800000e+02
   4.0600000e+00   5.0000000e+00   1.5400000e+02
   4.0700000e+00   2.0000000e+00   1.4900000e+02
   4.0800000e+00   3.0000000e+00   1.4700000e+02
   4.0900000e+00   1.0000000e+00   1.4400000e+02
   4.1000000e+00   1.0000000e+00   1.4300000e+02
   4.1100000e+00   8.0000000e+00   1.4200000e+02
   4.1200000e+00   1.0000000e+00   1.3400000e+02
   4.1300000e+00   3.0000000e+00   1.3300000e+02
   4.1400000e+00   5.0000000e+00   1.3000000e+02
   4.1500000e+00   1.0000000e+00   1.2500000e+02
   4.1600000e+00   2.0000000e+00   1.2400000e+02
   4.1700000e+00   3.0000000e+00   1.2200000e+02
   4.1800000e+00   3.0000000e+00   1.1900000e+02
   4.1900000e+00   6.0000000e+00   1.1600000e+02
   4.2000000e+00   3.0000000e+00   1.1000000e+02
   4.2100000e+00   4.0000000e+00   1.0700000e+02
   4.2400000e+00   3.0000000e+00   1.0300000e+02
   4.2500000e+00   1.0000000e+00   1.0000000e+02
   4.2600000e+00   3.0000000e+00   9.9000000e+01
   4.2700000e+00   3.0000000e+00   9.6000000e+01
   4.2800000e+00   5.0000000e+00   9.3000000e+01
   4.2900000e+00   5.0000000e+00   8.8000000e+01
   4.3000000e+00   2.0000000e+00   8.3000000e+01
   4.3100000e+00   1.0000000e+00   8.1000000e+01
   4.3300000e+00   2.0000000e+00   8.0000000e+01
   4.3400000e+00   3.0000000e+00   7.8000000e+01
   4.3500000e+00   3.0000000e+00   7.5000000e+01
   4.3600000e+00   1.0000000e+00   7.2000000e+01
   4.3700000e+00   2.0000000e+00   7.1000000e+01
   4.3900000e+00   2.0000000e+00   6.9000000e+01
   4.4000000e+00   4.0000000e+00   6.7000000e+01
   4.4100000e+00   4.0000000e+00   6.3000000e+01
   4.4200000e+00   2.0000000e+00   5.9000000e+01
   4.4300000e+00   2.0000000e+00   5.7000000e+01
   4.4400000e+00   2.0000000e+00   5.5000000e+01
   4.4500000e+00   2.0000000e+00   5.3000000e+01
   4.4900000e+00   2.0000000e+00   5.1000000e+01
   4.5000000e+00   1.0000000e+00   4.9000000e+01
   4.5400000e+00   2.0000000e+00   4.8000000e+01
   4.5500000e+00   1.0000000e+00   4.6000000e+01
   4.5800000e+00   1.0000000e+00   4.5000000e+01
   4.5900000e+00   1.0000000e+00   4.4000000e+01
   4.6000000e+00   3.0000000e+00   4.3000000e+01
   4.6200000e+00   1.0000000e+00   4.0000000e+01
   4.6300000e+00   1.0000000e+00   3.9000000e+01
   4.6500000e+00   1.0000000e+00   3.8000000e+01
   4.6600000e+00   1.0000000e+00   3.7000000e+01
   4.6700000e+00   1.0000000e+00   3.6000000e+01
   4.7000000e+00   1.0000000e+00   3.5000000e+01
   4.7500000e+00   3.0000000e+00   3.4000000e+01
   4.7600000e+00   1.0000000e+00   3.1000000e+01
   4.7800000e+00   1.0000000e+00   3.0000000e+01
   4.8000000e+00   1.0000000e+00   2.9000000e+01
   4.8200000e+00   1.0000000e+00   2.8000000e+01
   4.8400000e+00   3.0000000e+00   2.7000000e+01
   4.8700000e+00   2.0000000e+00   2.4000000e+01
   4.8800000e+00   1.0000000e+00   2.2000000e+01
   4.8900000e+00   2.0000000e+00   2.1000000e+01
   4.9000000e+00   2.0000000e+00   1.9000000e+01
   5.0300000e+00   1.0000000e+00   1.7000000e+01
   5.0800000e+00   1.0000000e+00   1.6000000e+01
   5.1000000e+00   1.0000000e+00   1.5000000e+01
   5.1900000e+00   1.0000000e+00   1.4000000e+01
   5.2000000e+00   1.0000000e+00   1.3000000e+01
   5.2700000e+00   1.0000000e+00   1.2000000e+01
   5.2900000e+00   1.0000000e+00   1.1000000e+01
   5.3000000e+00   1.0000000e+00   1.0000000e+01
   5.3200000e+00   1.0000000e+00   9.0000000e+00
   5.3600000e+00   1.0000000e+00   8.0000000e+00
   5.4200000e+00   1.0000000e+00   7.0000000e+00
   5.4400000e+00   1.0000000e+00   6.0000000e+00
   5.4900000e+00   1.0000000e+00   5.0000000e+00
   5.7000000e+00   1.0000000e+00   4.0000000e+00
   5.8000000e+00   1.0000000e+00   3.0000000e+00
   6.1000000e+00   1.0000000e+00   2.0000000e+00
   6.7000000e+00   1.0000000e+00   1.0000000e+00
